property_id,city,property_type,area_sqft,bedrooms,bathrooms,property_age,distance_to_metro_km,crime_index,school_rating,parking_spaces,furnished,listing_date,price,sold,market_segment
38268,Bengaluru,Villa,3872,2,4,9,19.12,49.28,3.2,0,No,2025-02-07,1297226,1,Budget
38269,Nashik,Apartment,3931,4,4,24,12.61,29.3,1.1,2,No,2022-05-29,2168246,0,Budget
38270,Mumbai,Plot,3782,6,4,15,5.77,74.04,9.2,1,No,2023-11-08,3917311,0,Budget
38271,Nashik,Villa,2382,3,4,33,16.64,94.13,7.8,1,No,2023-03-16,997860,1,Budget
38272,Bengaluru,Apartment,2566,1,3,30,9.47,82.18,6.9,1,Yes,2023-02-19,1209589,1,Budget
38273,Nashik,Villa,1644,4,3,8,3.95,82.34,6.6,0,No,2023-07-06,1767364,1,Budget
38274,Delhi,Apartment,2012,3,2,16,5.12,90.24,9.7,1,Yes,2025-11-21,2194370,0,Budget
38275,Ahmedabad,Villa,4612,3,5,11,3.98,53.73,2.5,2,Yes,2025-04-02,2491586,0,Budget
38276,Pune,Villa,3527,5,1,34,17.08,96.53,3.2,0,Yes,2024-07-22,1102238,1,Budget
38277,Mumbai,Independent House,4620,1,2,6,14.97,11.46,8.8,0,No,2023-06-11,2320967,0,Budget
38278,Delhi,Independent House,2308,2,3,15,7.48,9.55,3.5,0,No,2025-07-25,1307200,1,Budget
38279,Hyderabad,Apartment,4903,7,5,33,3.71,37.03,1.0,1,No,2025-11-24,2678325,0,Budget
38280,Ahmedabad,Independent House,1642,1,1,34,8.81,82.32,8.4,2,No,2023-02-11,500000,1,Budget
38281,Pune,Plot,3990,6,2,24,6.04,20.55,7.1,1,Yes,2025-06-06,3120212,0,Budget
38282,Mumbai,Independent House,4636,7,5,36,4.13,41.91,5.8,3,No,2025-12-23,4465395,0,Budget
38283,Bengaluru,Apartment,3094,3,3,2,18.34,80.32,6.0,1,No,2024-08-06,832033,1,Budget
38284,Nashik,Independent House,1109,7,2,8,2.47,86.67,7.9,3,No,2025-07-18,3555542,0,Budget
38285,Mumbai,Apartment,1957,2,5,18,14.99,25.07,7.0,0,No,2024-12-21,1929910,0,Budget
38286,Chennai,Plot,1226,6,5,17,15.45,41.76,3.3,1,No,2024-11-29,2437425,0,Budget
38287,Hyderabad,Apartment,2845,4,3,29,14.22,79.82,7.3,2,Yes,2023-06-18,1094913,1,Budget
38288,Bengaluru,Apartment,492,3,5,19,12.64,20.78,9.6,0,Yes,2023-10-21,1522122,1,Budget
38289,Pune,Plot,425,4,2,15,12.91,4.71,7.1,3,Yes,2025-08-19,1443390,1,Budget
38290,Chennai,Plot,3510,7,4,19,12.86,41.13,1.6,0,No,2025-09-28,2211041,0,Budget
38291,Mumbai,Apartment,4660,5,3,16,18.0,13.48,6.9,0,No,2022-05-25,2709951,0,Budget
38292,Bengaluru,Villa,4943,1,2,36,6.1,46.71,6.4,1,No,2022-11-07,925101,1,Budget
38293,Pune,Villa,3329,2,4,19,16.71,20.26,2.6,1,Yes,2022-08-07,902236,1,Budget
38294,Chennai,Apartment,892,3,4,11,3.23,27.11,7.9,3,Yes,2023-01-20,1269910,1,Budget
38295,Chennai,Independent House,4941,5,2,35,1.48,21.27,4.5,2,Yes,2022-11-06,2468281,0,Budget
38296,Delhi,Apartment,3872,3,2,36,8.66,30.08,6.0,2,Yes,2022-01-04,1467349,1,Budget
38297,Nashik,Apartment,3399,1,1,28,3.36,51.58,3.8,2,Yes,2023-02-14,1953747,0,Budget
38298,Bengaluru,Independent House,1679,7,4,18,5.87,77.79,1.0,3,Yes,2024-09-04,3921582,0,Budget
38299,Chennai,Plot,3655,3,2,38,13.22,59.9,4.1,1,No,2022-05-16,1714804,1,Budget
38300,Delhi,Apartment,4908,1,4,34,19.75,76.78,2.7,3,Yes,2025-08-18,500000,1,Budget
38301,Hyderabad,Villa,1300,2,2,1,10.1,42.81,2.5,2,No,2025-10-12,758523,1,Budget
38302,Ahmedabad,Plot,2054,7,4,17,18.01,7.68,9.4,3,Yes,2023-12-23,3486677,0,Budget
38303,Hyderabad,Plot,2316,7,5,8,8.45,31.3,5.4,2,No,2024-09-09,3959323,0,Budget
38304,Pune,Apartment,4636,5,3,24,8.02,71.3,6.2,3,Yes,2023-12-03,3196823,0,Budget
38305,Chennai,Villa,2876,6,2,27,17.72,29.22,2.2,1,No,2025-06-23,2191476,0,Budget
38306,Chennai,Independent House,4056,5,4,28,6.24,52.79,4.2,3,No,2025-03-19,2436506,0,Budget
38307,Mumbai,Independent House,4966,2,5,2,8.89,9.24,9.7,2,Yes,2022-07-20,2799361,0,Budget
38308,Chennai,Independent House,3103,2,1,21,0.83,77.92,8.2,3,Yes,2025-01-12,1883163,0,Budget
38309,Nashik,Villa,1668,7,4,19,18.9,50.46,4.8,3,Yes,2023-03-17,3061776,0,Budget
38310,Pune,Plot,3135,5,4,9,7.54,62.82,5.5,1,No,2022-12-29,2452949,0,Budget
38311,Bengaluru,Plot,3168,1,3,31,10.82,33.17,2.9,3,No,2024-05-20,660706,1,Budget
38312,Chennai,Apartment,4642,4,5,25,11.91,25.57,6.6,1,Yes,2025-09-08,2769823,0,Budget
38313,Ahmedabad,Plot,2420,6,4,11,10.85,87.8,5.1,2,Yes,2025-12-07,2613892,0,Budget
38314,Nashik,Plot,764,6,3,16,8.32,53.1,6.9,1,Yes,2024-07-21,2409900,0,Budget
38315,Chennai,Independent House,3646,5,1,37,3.52,87.73,2.8,2,No,2023-03-28,1344311,1,Budget
38316,Delhi,Independent House,456,3,3,5,13.13,64.47,2.8,2,Yes,2025-04-18,946285,1,Budget
38317,Nashik,Independent House,2712,2,3,20,18.98,69.33,5.9,2,No,2023-09-01,1454359,1,Budget
38318,Delhi,Plot,1054,3,5,27,10.95,98.2,4.8,0,No,2022-09-03,1920144,0,Budget
38319,Pune,Apartment,3195,6,2,29,0.19,2.1,2.7,2,No,2023-08-25,2394585,0,Budget
38320,Ahmedabad,Plot,1962,2,3,13,6.5,19.52,7.6,0,No,2025-10-26,1568465,1,Budget
38321,Chennai,Apartment,1596,3,2,11,4.34,90.36,9.3,2,No,2023-05-23,1679056,1,Budget
38322,Mumbai,Plot,2436,2,1,37,6.13,90.56,5.1,2,No,2022-11-30,500000,1,Budget
38323,Hyderabad,Villa,4501,3,5,32,9.99,1.51,7.1,0,Yes,2023-04-09,2674062,0,Budget
38324,Nashik,Plot,4022,3,5,19,19.41,93.43,5.6,3,Yes,2022-11-18,1774062,1,Budget
38325,Mumbai,Villa,2463,3,5,35,13.51,27.88,4.2,0,No,2025-05-16,2045890,0,Budget
38326,Mumbai,Apartment,4268,5,5,13,7.96,40.53,1.7,0,Yes,2022-03-11,2541522,0,Budget
38327,Hyderabad,Plot,2672,1,1,34,17.25,1.74,8.7,0,Yes,2023-02-24,500000,1,Budget
38328,Nashik,Plot,1505,6,4,14,16.45,41.36,3.6,3,Yes,2024-08-04,1952710,0,Budget
38329,Chennai,Apartment,3315,4,1,30,3.01,95.74,1.8,1,Yes,2025-10-06,500000,1,Budget
38330,Ahmedabad,Independent House,4752,3,4,1,8.73,63.05,2.3,3,Yes,2024-06-27,2026173,0,Budget
38331,Nashik,Independent House,4636,3,4,32,3.45,90.57,6.8,0,Yes,2022-10-10,1884640,0,Budget
38332,Mumbai,Villa,4003,3,3,7,0.55,23.21,2.5,2,No,2022-08-11,1352829,1,Budget
38333,Bengaluru,Plot,3573,1,2,5,5.46,16.71,2.4,0,Yes,2022-03-11,1269162,1,Budget
38334,Bengaluru,Independent House,1037,3,2,6,11.72,80.59,2.0,3,No,2023-11-17,1134985,1,Budget
38335,Nashik,Apartment,3414,5,3,32,14.42,66.72,2.0,3,Yes,2024-05-12,1869301,1,Budget
38336,Ahmedabad,Apartment,861,5,5,19,12.43,4.04,6.4,3,No,2025-08-29,2295854,0,Budget
38337,Mumbai,Plot,3421,3,4,20,13.77,62.27,6.7,2,Yes,2025-04-04,1955449,0,Budget
38338,Mumbai,Villa,4400,1,2,39,3.63,95.21,2.6,1,No,2023-06-12,500000,1,Budget
38339,Pune,Apartment,3671,1,5,18,1.49,73.48,1.6,0,Yes,2025-08-18,918471,1,Budget
38340,Mumbai,Plot,1770,6,1,32,19.78,11.78,5.6,0,Yes,2024-06-25,2337710,0,Budget
38341,Hyderabad,Villa,2825,5,3,14,1.9,17.64,7.3,1,Yes,2024-03-02,2846930,0,Budget
38342,Bengaluru,Independent House,3875,2,1,27,1.79,1.69,3.6,0,No,2025-02-20,1981727,0,Budget
38343,Pune,Plot,2837,3,5,26,2.08,46.67,1.0,0,No,2025-05-24,1263180,1,Budget
38344,Chennai,Villa,4368,2,3,18,16.86,97.11,8.2,3,No,2025-12-24,954484,1,Budget
38345,Hyderabad,Apartment,920,6,2,0,18.31,85.48,4.3,2,No,2025-02-09,642087,1,Budget
38346,Chennai,Independent House,4550,1,3,28,2.66,26.09,8.7,1,No,2022-11-22,2478156,0,Budget
38347,Bengaluru,Apartment,4527,1,1,26,14.27,80.97,7.8,2,Yes,2025-09-14,1841853,1,Budget
38348,Hyderabad,Apartment,3312,2,5,15,5.19,42.82,6.8,1,Yes,2025-08-20,2106789,0,Budget
38349,Delhi,Independent House,2977,6,5,1,2.83,72.58,1.2,2,No,2022-08-26,3914642,0,Budget
38350,Nashik,Plot,3252,2,4,7,16.78,38.84,1.2,3,No,2022-04-17,1916127,0,Budget
38351,Ahmedabad,Plot,3662,4,2,26,6.82,34.31,5.2,0,No,2024-03-14,1462708,1,Budget
38352,Delhi,Plot,3234,1,4,31,18.89,9.58,5.5,1,Yes,2023-07-22,607441,1,Budget
38353,Nashik,Apartment,4848,3,2,1,13.93,45.26,3.7,3,Yes,2023-09-08,2397907,0,Budget
38354,Bengaluru,Apartment,2587,5,4,3,4.98,48.86,7.9,3,No,2024-07-21,3614289,0,Budget
38355,Bengaluru,Plot,2645,2,5,6,15.71,6.38,5.8,3,Yes,2023-12-18,2246949,0,Budget
38356,Delhi,Plot,791,1,2,0,18.11,50.49,6.2,0,Yes,2025-05-14,1036366,1,Budget
38357,Ahmedabad,Independent House,2930,4,1,21,15.36,3.62,7.2,1,No,2024-01-31,1866525,1,Budget
38358,Hyderabad,Apartment,2219,3,2,7,2.58,99.1,5.4,0,Yes,2025-08-27,681768,1,Budget
38359,Ahmedabad,Villa,1515,7,4,36,5.9,63.78,1.3,3,Yes,2025-07-16,2009047,0,Budget
38360,Chennai,Plot,743,6,2,14,1.68,21.29,4.1,2,No,2025-02-11,1251112,1,Budget
38361,Nashik,Plot,754,2,1,10,9.51,89.35,4.0,0,No,2023-08-25,933491,1,Budget
38362,Nashik,Apartment,3551,1,4,26,0.6,91.75,6.0,3,No,2025-10-05,1621538,1,Budget
38363,Pune,Plot,3010,5,4,38,19.36,61.8,3.9,1,Yes,2023-06-10,1628881,1,Budget
38364,Mumbai,Plot,3910,1,5,28,8.01,27.31,7.1,0,Yes,2025-05-13,1675812,1,Budget
38365,Hyderabad,Apartment,3030,5,2,17,16.1,69.88,7.8,1,No,2022-06-17,1718932,1,Budget
38366,Hyderabad,Plot,3010,5,5,21,14.63,2.45,9.8,1,Yes,2023-04-25,2909947,0,Budget
38367,Pune,Independent House,1234,4,1,38,1.45,34.69,7.0,2,No,2023-08-23,2388591,0,Budget
38368,Bengaluru,Villa,417,1,5,25,12.34,89.84,6.9,2,Yes,2025-08-11,638242,1,Budget
38369,Delhi,Apartment,3680,1,3,1,9.0,98.77,9.2,3,Yes,2023-08-18,2387090,0,Budget
38370,Ahmedabad,Independent House,559,6,1,33,5.88,24.58,3.1,3,Yes,2023-11-25,1879070,0,Budget
38371,Hyderabad,Apartment,4570,4,5,12,3.97,71.62,2.5,0,No,2023-10-07,1067206,1,Budget
38372,Nashik,Apartment,4187,7,3,33,10.86,93.89,6.2,3,No,2023-03-07,3512876,0,Budget
38373,Pune,Apartment,2109,2,3,4,16.77,6.41,7.7,2,No,2025-12-06,1358191,1,Budget
38374,Delhi,Villa,1075,6,4,30,6.02,24.67,2.5,1,No,2022-06-23,2259323,0,Budget
38375,Chennai,Independent House,475,6,3,24,18.12,11.62,7.6,1,Yes,2023-06-30,1821473,1,Budget
38376,Delhi,Villa,3786,4,1,4,3.24,84.29,9.2,1,No,2022-06-01,2893620,0,Budget
38377,Hyderabad,Apartment,2659,3,2,2,1.85,24.14,2.1,1,Yes,2024-08-02,1202029,1,Budget
38378,Mumbai,Plot,4153,3,1,6,15.41,53.88,3.4,2,Yes,2022-10-09,2078487,0,Budget
38379,Ahmedabad,Villa,722,4,2,2,19.46,87.39,5.0,3,No,2025-08-10,2128274,0,Budget
38380,Nashik,Plot,4743,7,3,27,18.32,69.6,6.6,0,Yes,2022-02-23,3733396,0,Budget
38381,Delhi,Apartment,1081,7,3,3,13.04,66.58,8.8,3,Yes,2023-07-11,3266501,0,Budget
38382,Chennai,Plot,3655,4,1,6,1.22,70.43,6.7,1,No,2025-07-30,1727780,1,Budget
38383,Nashik,Villa,538,5,1,29,19.62,93.15,8.2,2,Yes,2022-11-10,790316,1,Budget
38384,Hyderabad,Independent House,2616,7,2,9,12.02,93.08,2.7,2,Yes,2023-10-17,1474554,1,Budget
38385,Pune,Plot,1742,2,5,8,18.7,18.81,5.4,2,Yes,2025-07-01,2167370,0,Budget
38386,Chennai,Villa,3559,2,2,12,5.03,8.86,5.1,0,Yes,2025-12-01,1349521,1,Budget
38387,Delhi,Independent House,3272,3,1,17,10.8,93.34,5.8,0,Yes,2023-09-25,861439,1,Budget
38388,Chennai,Apartment,785,4,5,33,0.43,45.31,4.2,2,Yes,2022-08-23,2649004,0,Budget
38389,Hyderabad,Independent House,684,3,4,31,0.67,13.32,1.1,1,No,2024-07-03,2367087,0,Budget
38390,Delhi,Apartment,3274,7,4,21,2.24,59.85,1.8,2,No,2023-09-08,2627062,0,Budget
38391,Chennai,Villa,696,4,3,37,2.2,80.98,8.6,2,No,2023-08-02,1531467,1,Budget
38392,Pune,Villa,3301,7,2,16,14.23,13.83,5.9,0,No,2025-04-28,3467801,0,Budget
38393,Chennai,Independent House,4536,7,1,30,10.01,95.55,6.6,1,No,2024-05-08,3027031,0,Budget
38394,Nashik,Villa,2698,7,4,11,5.12,38.17,4.3,1,No,2025-07-29,2731559,0,Budget
38395,Nashik,Villa,538,1,5,18,4.88,28.86,3.4,1,No,2024-03-26,1039189,1,Budget
38396,Delhi,Apartment,2695,5,2,21,12.08,65.69,5.0,2,Yes,2023-04-15,2266990,0,Budget
38397,Hyderabad,Villa,1805,7,4,35,3.44,57.0,6.3,0,No,2024-06-09,1965875,0,Budget
38398,Pune,Plot,4451,3,2,25,9.46,44.6,1.0,3,Yes,2024-09-25,1554901,1,Budget
38399,Bengaluru,Apartment,4346,4,1,21,10.15,24.71,7.2,1,No,2024-06-16,2202944,0,Budget
38400,Nashik,Plot,2142,6,2,37,9.98,6.71,8.2,3,Yes,2023-08-18,3044903,0,Budget
38401,Chennai,Independent House,3603,1,2,34,19.44,18.63,4.5,3,No,2022-08-07,500000,1,Budget
38402,Bengaluru,Plot,1155,7,2,31,4.46,77.96,3.9,3,Yes,2025-12-26,1515025,1,Budget
38403,Chennai,Villa,2478,6,1,7,15.59,15.98,5.3,2,No,2022-11-06,2436158,0,Budget
38404,Delhi,Independent House,2221,6,1,18,18.07,11.2,2.5,3,Yes,2022-08-20,1928275,0,Budget
38405,Bengaluru,Villa,4076,7,5,25,12.82,55.22,5.7,0,No,2024-04-14,3385741,0,Budget
38406,Hyderabad,Independent House,4003,6,4,7,15.35,77.88,5.4,1,Yes,2022-07-14,2780724,0,Budget
38407,Chennai,Independent House,1880,6,4,20,11.74,92.14,3.4,2,No,2025-10-01,2190944,0,Budget
38408,Hyderabad,Apartment,1668,5,3,36,11.11,33.66,9.5,0,Yes,2024-12-29,2646336,0,Budget
38409,Chennai,Plot,3741,7,5,24,13.29,81.47,7.2,2,Yes,2022-01-12,2735918,0,Budget
38410,Bengaluru,Villa,4999,5,1,13,5.94,97.87,2.4,1,No,2023-07-17,1706957,1,Budget
38411,Hyderabad,Independent House,2368,5,3,1,8.01,93.88,4.9,0,No,2023-12-21,1155881,1,Budget
38412,Nashik,Apartment,3680,3,1,6,6.11,99.41,6.9,3,Yes,2024-08-11,1211160,1,Budget
38413,Delhi,Independent House,4064,6,2,10,12.2,28.61,8.7,2,No,2022-03-21,2358779,0,Budget
38414,Bengaluru,Plot,841,6,4,12,18.42,45.46,2.2,0,No,2024-06-13,2680073,0,Budget
38415,Chennai,Independent House,2188,6,3,13,0.96,72.25,5.1,3,No,2022-11-15,2003309,0,Budget
38416,Nashik,Plot,3257,5,1,14,1.63,83.0,8.3,1,Yes,2024-03-30,2949237,0,Budget
38417,Chennai,Independent House,747,6,2,2,5.79,31.99,2.8,0,Yes,2022-06-17,928928,1,Budget
38418,Bengaluru,Plot,3060,1,5,31,3.33,53.78,9.0,3,No,2024-04-10,2819097,0,Budget
38419,Chennai,Villa,1212,1,1,31,4.27,49.39,7.8,3,Yes,2023-07-16,702800,1,Budget
38420,Nashik,Plot,932,7,4,6,14.91,73.79,4.9,1,No,2023-09-07,2410032,0,Budget
38421,Hyderabad,Plot,4432,6,4,30,7.79,64.44,6.2,2,Yes,2024-06-18,3615562,0,Budget
38422,Hyderabad,Villa,2003,7,1,12,1.77,25.74,9.1,1,No,2025-01-11,3281519,0,Budget
38423,Ahmedabad,Plot,4212,3,5,27,0.9,43.0,4.7,2,Yes,2023-01-31,2506111,0,Budget
38424,Ahmedabad,Independent House,2958,3,4,30,5.93,86.32,1.4,0,No,2024-03-10,500000,1,Budget
38425,Delhi,Independent House,2371,3,1,21,16.67,74.22,4.7,2,No,2024-12-16,1081204,1,Budget
38426,Chennai,Independent House,3583,1,2,28,2.02,5.86,5.2,3,No,2022-10-30,1440742,1,Budget
38427,Hyderabad,Villa,3536,2,4,21,9.94,17.95,8.6,0,No,2022-07-10,643010,1,Budget
38428,Pune,Plot,3187,5,3,32,11.03,6.07,4.9,3,Yes,2023-03-14,2534631,0,Budget
38429,Nashik,Plot,653,3,1,30,3.39,97.99,7.6,0,Yes,2022-07-22,1422747,1,Budget
38430,Nashik,Independent House,3378,5,4,12,15.17,64.41,1.0,2,Yes,2023-02-14,1675571,1,Budget
38431,Bengaluru,Plot,2555,7,2,15,17.57,64.55,1.0,0,No,2025-12-15,1369287,1,Budget
38432,Delhi,Independent House,463,2,1,36,10.27,68.97,5.7,3,Yes,2023-09-21,871137,1,Budget
38433,Mumbai,Independent House,4711,4,4,9,3.16,11.97,4.7,2,Yes,2022-02-24,2717252,0,Budget
38434,Ahmedabad,Independent House,3046,3,2,2,0.12,42.51,5.3,3,Yes,2025-10-27,2114165,0,Budget
38435,Ahmedabad,Villa,489,1,2,17,0.8,84.61,2.1,0,Yes,2024-03-08,641398,1,Budget
38436,Hyderabad,Apartment,945,5,1,7,13.81,92.57,8.8,3,Yes,2022-02-07,2401726,0,Budget
38437,Ahmedabad,Apartment,2288,4,3,39,0.56,63.86,7.2,0,No,2025-05-27,1924335,0,Budget
38438,Mumbai,Plot,4935,2,4,5,1.13,15.08,4.1,0,Yes,2025-10-18,2077416,0,Budget
38439,Pune,Independent House,3488,2,4,11,16.52,99.86,7.0,3,Yes,2025-08-18,1349901,1,Budget
38440,Delhi,Apartment,4976,6,1,23,6.33,88.16,4.1,3,Yes,2024-08-16,2744009,0,Budget
38441,Nashik,Apartment,2124,1,2,8,4.29,14.8,3.1,3,Yes,2022-04-28,1456074,1,Budget
38442,Mumbai,Plot,4432,1,5,29,12.68,75.42,2.0,2,No,2024-10-15,500000,1,Budget
38443,Pune,Villa,1650,5,1,18,3.39,29.89,7.2,0,No,2022-11-11,2499509,0,Budget
38444,Delhi,Plot,1673,7,3,8,17.17,72.09,9.4,1,Yes,2025-11-24,2920585,0,Budget
38445,Pune,Plot,1567,1,5,10,6.4,73.87,3.0,0,Yes,2023-02-04,1421013,1,Budget
38446,Hyderabad,Independent House,4328,1,5,26,16.18,96.56,9.8,3,Yes,2022-06-27,1210258,1,Budget
38447,Ahmedabad,Villa,4841,2,4,26,10.64,42.36,3.7,2,Yes,2025-10-26,1263823,1,Budget
38448,Mumbai,Plot,3615,7,2,28,10.17,46.96,6.0,1,No,2022-07-26,2419548,0,Budget
38449,Bengaluru,Apartment,507,1,3,36,8.65,55.82,5.7,2,Yes,2025-01-16,500000,1,Budget
38450,Bengaluru,Apartment,922,2,4,6,11.82,70.18,8.3,1,No,2022-04-24,1309452,1,Budget
38451,Delhi,Plot,3922,7,3,14,14.45,19.49,7.8,0,No,2024-06-19,2983823,0,Budget
38452,Pune,Independent House,4292,3,2,34,1.43,50.97,9.4,2,Yes,2024-09-04,2997737,0,Budget
38453,Nashik,Independent House,2655,6,5,10,1.91,7.26,3.1,1,No,2024-10-16,3111248,0,Budget
38454,Mumbai,Plot,918,2,1,22,7.69,61.11,6.9,0,Yes,2025-10-19,1370318,1,Budget
38455,Bengaluru,Villa,1131,7,5,3,14.82,73.99,8.8,2,No,2025-04-29,3329123,0,Budget
38456,Bengaluru,Independent House,4354,1,2,2,4.24,2.86,3.8,3,No,2025-05-20,1473592,1,Budget
38457,Pune,Apartment,2290,2,2,19,18.03,53.22,1.3,2,No,2022-02-07,784974,1,Budget
38458,Bengaluru,Villa,430,2,5,15,5.98,10.31,1.7,2,No,2023-07-09,1717716,1,Budget
38459,Chennai,Plot,1656,2,3,1,7.91,89.8,7.9,3,No,2022-12-02,1028605,1,Budget
38460,Ahmedabad,Villa,3418,6,5,15,3.55,35.92,2.2,1,No,2023-07-04,3693949,0,Budget
38461,Pune,Independent House,464,4,2,39,14.81,98.52,5.4,3,No,2022-08-12,1403079,1,Budget
38462,Mumbai,Independent House,460,6,5,30,14.29,69.37,4.9,2,Yes,2023-04-28,2397066,0,Budget
38463,Pune,Apartment,493,3,4,1,16.92,33.51,3.6,3,Yes,2022-02-09,2062173,0,Budget
38464,Bengaluru,Plot,4077,4,1,38,6.29,23.01,5.4,3,No,2023-06-18,2160241,0,Budget
38465,Pune,Villa,2224,3,1,21,19.78,15.76,6.2,1,Yes,2025-12-03,1184913,1,Budget
38466,Bengaluru,Villa,2587,4,1,28,18.46,35.83,8.1,3,Yes,2022-07-28,1699088,1,Budget
38467,Hyderabad,Villa,2905,1,2,9,2.66,96.18,8.6,0,No,2022-09-14,500000,1,Budget
38468,Delhi,Villa,1606,7,1,24,13.34,31.71,9.1,1,No,2023-10-28,3077773,0,Budget
38469,Bengaluru,Apartment,1403,2,5,29,14.32,58.48,6.1,0,Yes,2022-06-22,1268102,1,Budget
38470,Chennai,Apartment,698,4,4,0,17.73,35.41,8.0,3,Yes,2025-01-20,2934754,0,Budget
38471,Chennai,Apartment,1017,2,5,1,1.12,30.58,3.0,1,No,2022-04-17,1415729,1,Budget
38472,Chennai,Independent House,896,5,5,21,1.02,83.29,8.5,2,No,2022-09-22,2498263,0,Budget
38473,Chennai,Apartment,4085,1,1,9,14.52,81.64,4.3,2,Yes,2023-02-03,961042,1,Budget
38474,Bengaluru,Apartment,622,7,2,22,18.59,48.57,5.0,1,Yes,2024-01-25,1665379,1,Budget
38475,Bengaluru,Plot,2766,2,4,23,0.4,93.08,7.3,2,No,2022-04-30,1846116,1,Budget
38476,Delhi,Plot,2404,2,5,19,12.85,2.33,9.7,3,No,2022-09-16,1748261,1,Budget
38477,Hyderabad,Plot,1555,3,3,34,2.15,22.52,9.0,0,No,2023-05-21,1899390,0,Budget
38478,Ahmedabad,Plot,3393,6,2,3,10.53,85.05,4.5,3,Yes,2024-06-07,2705101,0,Budget
38479,Nashik,Apartment,3235,1,3,39,1.56,14.16,7.2,3,Yes,2024-05-22,578153,1,Budget
38480,Bengaluru,Apartment,2083,5,4,34,3.13,39.53,6.1,1,Yes,2023-02-20,2813618,0,Budget
38481,Nashik,Independent House,427,4,4,39,3.33,54.03,3.7,1,Yes,2025-02-18,1583812,1,Budget
38482,Mumbai,Villa,476,1,4,17,13.1,97.57,1.1,0,Yes,2025-03-19,500000,1,Budget
38483,Hyderabad,Villa,4658,3,5,28,2.96,40.82,5.6,1,Yes,2025-08-12,1933299,0,Budget
38484,Ahmedabad,Plot,1313,2,4,24,1.29,23.64,2.2,1,No,2024-07-30,1710584,1,Budget
38485,Pune,Independent House,816,2,4,21,2.26,89.67,8.3,3,No,2023-04-05,1472236,1,Budget
38486,Nashik,Apartment,2675,2,2,26,10.27,58.75,3.5,3,Yes,2023-09-30,730406,1,Budget
38487,Chennai,Villa,4632,2,2,38,18.66,65.76,8.0,1,No,2023-04-01,2060198,0,Budget
38488,Hyderabad,Plot,937,3,2,30,18.99,91.29,3.7,1,No,2022-11-05,500000,1,Budget
38489,Mumbai,Plot,3472,7,1,22,15.91,95.15,1.5,2,Yes,2025-01-18,2813881,0,Budget
38490,Hyderabad,Villa,4141,3,5,22,13.07,87.56,4.0,1,No,2025-09-25,610751,1,Budget
38491,Pune,Villa,3547,4,4,12,18.24,45.42,7.1,0,Yes,2025-08-12,2113234,0,Budget
38492,Bengaluru,Villa,650,7,3,31,17.94,57.2,3.3,1,No,2022-11-14,525086,1,Budget
38493,Bengaluru,Apartment,3870,4,1,39,13.66,93.06,1.4,3,No,2022-03-20,500000,1,Budget
38494,Chennai,Villa,4202,5,3,24,9.21,16.18,2.3,0,No,2022-01-29,2280166,0,Budget
38495,Bengaluru,Independent House,2034,1,2,8,18.1,48.87,7.1,2,Yes,2023-05-05,594163,1,Budget
38496,Delhi,Independent House,4913,7,4,38,18.68,85.72,9.7,3,No,2022-03-25,2957321,0,Budget
38497,Delhi,Villa,1943,6,1,19,11.57,60.78,5.1,3,Yes,2022-04-06,2470432,0,Budget
38498,Delhi,Apartment,2121,1,3,23,16.29,50.18,5.0,1,Yes,2022-08-28,500000,1,Budget
38499,Chennai,Plot,4751,5,2,15,19.72,82.86,4.8,0,No,2023-05-01,2381135,0,Budget
38500,Delhi,Villa,4638,3,3,31,12.24,92.38,7.1,1,No,2023-08-14,1614833,1,Budget
38501,Mumbai,Villa,4691,1,1,32,13.13,10.7,9.6,1,No,2022-12-29,500000,1,Budget
38502,Ahmedabad,Villa,2898,1,1,39,17.19,3.11,4.9,3,No,2024-09-12,500000,1,Budget
38503,Chennai,Independent House,4386,6,4,15,15.14,41.57,2.1,3,No,2022-08-20,2786677,0,Budget
38504,Hyderabad,Independent House,1725,4,3,16,17.05,52.94,7.4,3,Yes,2025-08-26,2540811,0,Budget
38505,Mumbai,Plot,760,5,4,39,15.77,61.27,7.2,0,No,2022-02-26,1243561,1,Budget
38506,Bengaluru,Apartment,3810,6,3,26,15.72,42.54,1.3,0,No,2023-02-06,2053625,0,Budget
38507,Pune,Villa,2531,5,1,6,17.31,75.05,6.2,1,No,2024-02-05,1179479,1,Budget
38508,Delhi,Villa,3136,4,3,19,19.09,9.66,2.9,3,Yes,2025-07-20,1691903,1,Budget
38509,Hyderabad,Villa,647,2,2,19,12.01,49.36,4.3,1,Yes,2023-05-20,500000,1,Budget
38510,Pune,Plot,4305,1,4,6,3.31,47.89,5.1,1,Yes,2025-09-03,1897090,0,Budget
38511,Chennai,Villa,2216,3,1,17,17.03,97.05,9.8,1,Yes,2025-05-20,1216972,1,Budget
38512,Chennai,Independent House,2917,5,2,29,17.66,41.94,9.6,1,No,2023-01-22,2497674,0,Budget
38513,Mumbai,Apartment,4221,3,4,34,7.66,74.03,4.3,2,No,2025-11-09,1831778,1,Budget
38514,Delhi,Independent House,1563,2,3,1,1.48,10.93,1.5,1,No,2024-05-13,1653366,1,Budget
38515,Chennai,Villa,2045,1,5,14,6.36,21.21,8.9,1,Yes,2024-06-30,2572772,0,Budget
